,Company,Degree Centrality,Betweenness Centrality,Eigen Centrality,Closeness Centrality,Page Rank,Valuation ($B) ,Date Added,Country,Category,Select Investors,Valuation($B) flaot,DateTime Joined
0,DriveWealth,0.058058058058058054,0.0014873305096086474,0.0940732693016202,0.357644056134287,0.0014842629263037096,$2.85 ,2021/8/20,United States,Fintech,"['Point72 Ventures', ' Route 66 Ventures', ' Accel']",2.85,2021-08-20
1,Paradox,0.001001001001001001,0.0,0.0003154210254243992,0.24827817953588605,0.00019150922044503828,$1.50 ,2021/12/27,United States,Internet software & services,"['Brighton Park Capital', ' Blue Cloud Ventures', ' Workday Ventures']",1.5,2021-12-27
2,LTK,0.03003003003003003,7.385681253384151e-07,0.011343560165687315,0.32621077943070653,0.0009261169796200616,$2.00 ,2021/11/22,United States,Internet software & services,"['SoftBank Group', ' Maverick Capital']",2.0,2021-11-22
3,Doctolib,0.056056056056056056,3.6645596150076184e-06,0.09368875114305394,0.35622043981177104,0.0013929474388534732,$1.14 ,2019/3/19,France,Health,"['BPI France', ' Kerala Ventures', ' Accel']",1.14,2019-03-19
4,MUSINSA,0.04204204204204204,2.655108863454003e-06,0.035135599104143274,0.35278774174963395,0.0011410107035695193,$2.20 ,2019/11/11,South Korea,E-commerce & direct-to-consumer,['Sequoia Capital'],2.2,2019-11-11
5,Cgtz,0.007007007007007007,1.3556692964645565e-06,0.0011141449293234724,0.27526124894545945,0.0005989643601588472,$2.41 ,2017/2/21,China,Fintech,"['Shunwei Capital Partners', ' China Media Group', ' Guangzhou Huiyin Aofeng Equity Investment Fund']",2.41,2017-02-21
6,Domestika,0.007007007007007007,0.000196838182725446,0.0006290481285346425,0.2762999706395933,0.0005366001386526507,$1.30 ,2022/1/27,United States,Internet software & services,"['Zeev Ventures', ' GSV Ventures']",1.3,2022-01-27
7,SnapLogic,0.044044044044044044,0.0009767660546746936,0.022327770523119555,0.3605257002750288,0.0012679116540274405,$1.00 ,2021/12/13,United States,Internet software & services,"['Andreessen Horowitz', ' Triangle Peak Partners', ' Ignition Partners']",1.0,2021-12-13
8,Highspot,0.011011011011011011,0.0007850567829991676,0.0026815868777254155,0.2918168168168168,0.0007207376050037924,$3.50 ,2021/2/22,United States,Internet software & services,"['Madrona Venture Group', ' Shasta Ventures', ' Salesforce Ventures']",3.5,2021-02-22
9,Circle,0.0890890890890891,0.0069085303302915835,0.10439096317750927,0.3864752468399301,0.002323105840420261,$3.00 ,2018/5/15,United States,Fintech,"['General Catalyst', ' Digital Currency Group', ' Accel']",3.0,2018-05-15
10,M1 Finance,0.009009009009009009,0.0003247321464490736,0.00228093467451398,0.2985227629408504,0.0005554330585678454,$1.45 ,2021/7/14,United States,Fintech,"['Left Lane Capital', ' Clocktower Technology Ventures', ' Jump Capital']",1.45,2021-07-14
11,Globalization Partners,0.001001001001001001,0.0,2.3570245017894977e-05,0.22102481185905992,0.00021826542733111736,$4.20 ,2022/1/24,United States,Internet software & services,"['Vista Equity Partners', ' Wincove', ' TDR Capital']",4.2,2022-01-24
12,Mobile Premier League,0.025025025025025023,7.124613875505461e-06,0.01160845505120683,0.31834561834561836,0.000833512260438953,$2.45 ,2021/9/15,India,Internet software & services,"['Sequoia Capital India', ' RTP Global', ' Go-Ventures']",2.45,2021-09-15
13,Dutchie,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$3.75 ,2021/3/16,United States,E-commerce & direct-to-consumer,"['Casa Verde Capital', ' Gron Ventures', ' Thrity Five Ventures']",3.75,2021-03-16
14,Next Silicon,0.006006006006006006,7.892888422453195e-05,0.002263015202685124,0.28151499979532135,0.00038664727449789506,$1.50 ,2021/6/14,Israel,Hardware,"['Amiti Ventures', ' Playground Global', ' Aleph']",1.5,2021-06-14
15,Personio,0.01001001001001001,2.7230959684101266e-07,0.0011226936751005522,0.2777291084187636,0.0006501325579498399,$6.30 ,2021/1/19,Germany,Internet software & services,"['Global Founders Capital', ' Nortzone Ventures', ' Picus Capital']",6.3,2021-01-19
16,DistroKid,0.044044044044044044,0.0005069986961488789,0.03384815724789639,0.3543398215637547,0.0012766268435984286,$1.30 ,2021/8/16,United States,Internet software & services,"['Insight Partners', ' Silversmith Capital Partners', ' Spotify']",1.3,2021-08-16
17,Solugen,0.009009009009009009,1.5546107730476466e-06,0.002573574651405556,0.2954564983178336,0.0005269113508895159,$1.50 ,2021/9/10,United States,Other,"['Fifty Years Fund', ' Refactor Capital', ' Temasek']",1.5,2021-09-10
18,Mythical Games,0.002002002002002002,0.0,0.00022433974932054726,0.24705963632344002,0.0003335482619325551,$1.25 ,2021/11/4,United States,Internet software & services,"['Javelin Venture Partners', ' Struck Capital', ' Alumni Ventures Group']",1.25,2021-11-04
19,Royole Corporation,0.001001001001001001,0.0,2.322690482434649e-06,0.18866582675437207,0.00030971988314626333,$6.00 ,2015/8/18,China,Hardware,"['Warmsun Holding', ' IDG Capital Partners']",6.0,2015-08-18
20,Ajaib,0.002002002002002002,0.0,0.00018784229686000315,0.23927938633820986,0.0003424062187268235,$1.00 ,2021/10/4,Indonesia,Fintech,"['Softbank Ventures Asia', ' Alpha JWC Ventures', ' Insignia Ventures Partners']",1.0,2021-10-04
21,Enpal,0.017017017017017015,0.0009758096820796876,0.0033585069437347876,0.3140017210192649,0.0008093197772557383,$1.10 ,2021/10/18,Germany,Internet software & services,"['HV Capital', ' Softbank Group', ' BlackRock']",1.1,2021-10-18
22,56PINGTAI,0.001001001001001001,0.0,2.0807161411730035e-53,0.001001001001001001,0.0010828370330265263,$1.08 ,2021/1/25,China,"Supply chain, logistics, & delivery","['QF Capital', ' QC Capital', ' Unicom Innovation Venture Capital']",1.08,2021-01-25
23,Orca Security,0.022022022022022022,0.0008948961606844566,0.0027907476109859546,0.318723551410532,0.0009486053474140662,$1.80 ,2021/3/23,Israel,Cybersecurity,"['YL Ventures', ' Redpoint Ventures', ' GGV Capital']",1.8,2021-03-23
24,Skydance Media,0.02702702702702703,3.389882623779414e-06,0.004356295218749981,0.3100132465028539,0.0009181616391905265,$2.30 ,2020/2/11,United States,Other,"['RedBird Capital Partners', ' CJ ENM', ' Tencent Holdings']",2.3,2020-02-11
25,Medable,0.005005005005005005,0.00011375349799531372,0.0003058530399001151,0.27497931526610253,0.00037853220684622103,$2.10 ,2021/10/26,United States,Internet software & services,"['GSR Ventures', ' Sapphire Ventures', ' Streamlined Ventures']",2.1,2021-10-26
26,ENOVATE,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.85 ,2019/4/15,China,Auto & transportation,['Automobile Industry Guidance Fund'],1.85,2019-04-15
27,JUUL Labs,0.04604604604604605,3.3555660887958577e-06,0.045288032710042794,0.3657649475088167,0.0012597602352732028,$12.00 ,2017/12/20,United States,Consumer & retail,['Tiger Global Management'],12.0,2017-12-20
28,Carousell,0.002002002002002002,0.001797388570935665,4.1167684608452276e-06,0.19970602886546354,0.0007025004100138846,$1.10 ,2021/9/15,Singapore,E-commerce & direct-to-consumer,"['500 Global', ' Rakuten Ventures', ' Golden Gate Ventures']",1.1,2021-09-15
29,NIUM,0.011011011011011011,0.00025080589966688916,0.00112586646025932,0.27801671191384686,0.0007542218939382095,$1.00 ,2021/7/13,Singapore,Fintech,"['Vertex Ventures SE Asia', ' Global Founders Capital', ' Visa Ventures']",1.0,2021-07-13
30,Tresata,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2018/10/10,United States,Fintech,['GCP Capital Partners'],1.0,2018-10-10
31,Zilch,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$2.00 ,2021/11/10,United Kingdom,Fintech,"['Gauss Ventures', ' Ventura Capital', ' dmg ventures']",2.0,2021-11-10
32,Amber Group,0.05305305305305305,0.002479788515461033,0.0469272789454139,0.37064630207750315,0.0014796281644608176,$1.10 ,2021/6/21,Hong Kong,Fintech,"['Tiger Global Management', ' Tiger Brokers', ' DCM Ventures']",1.1,2021-06-21
33,Kaseya,0.04004004004004004,9.954055087246239e-07,0.03148416047320474,0.35186300323915,0.0011478429432205486,$2.00 ,2019/3/27,United States,Cybersecurity,"['Insight Partners', ' TPG Alternative & Renewable Technologies', ' Ireland Strategic Investment Fund']",2.0,2019-03-27
34,Spring Health,0.002002002002002002,0.0,8.912231119102047e-06,0.1998546934030805,0.00048346901621131966,$2.00 ,2021/9/16,United States,Health,"['Rethink Impact', ' Work-Bench', ' RRE Ventures']",2.0,2021-09-16
35,Lookout,0.018018018018018018,0.0004901391094759927,0.006494960085011362,0.331992751201325,0.000677674956103443,$1.00 ,2013/10/10,United States,Cybersecurity,"['Accel Partners', ' Greylock Partners', ' Lowercase Capital']",1.0,2013-10-10
36,HighRadius,0.013013013013013013,0.0018763142142689498,0.0022153928867576483,0.2985227629408504,0.0008474630071998405,$3.10 ,2020/1/7,United States,Fintech,"['Susquehanna Growth Equity', ' Citi Ventures', ' ICONIQ Capital']",3.1,2020-01-07
37,ContentSquare,0.009009009009009009,0.0017987159571539544,0.0032501802811075813,0.2710920277396211,0.0007533382258108547,$2.80 ,2021/5/25,France,Internet software & services,"['Highland Europe', ' Eurazeo', ' Canaan Partners']",2.8,2021-05-25
38,Vagaro,0.002002002002002002,0.0,1.9833825412083082e-05,0.22132850080088332,0.0003453137689473053,$1.00 ,2021/11/3,United States,Internet software & services,['FTV Capital'],1.0,2021-11-03
39,Coalition,0.005005005005005005,9.811162047775129e-05,6.88341456963348e-05,0.23502025515448335,0.0007799882182792108,$3.50 ,2021/3/16,United States,Cybersecurity,"['Two Sigma Ventures', ' Flint Capital', ' Commerce Ventures']",3.5,2021-03-16
40,Next Insurance,0.014014014014014014,0.0007822907027138493,0.003107769633850768,0.30097698595456446,0.0007510096682673555,$4.00 ,2019/10/7,United States,Fintech,"['Zeev Ventures', ' Ribbit Capital', ' TLV Partners']",4.0,2019-10-07
41,Iluvatar CoreX,0.001001001001001001,0.0,2.0807161411730035e-53,0.001001001001001001,0.0010828370330265263,$1.55 ,2021/3/1,China,Hardware,"['Centurium Capital', ' Cedarlake Capital', ' Unicom Innovation Venture Capital']",1.55,2021-03-01
42,Apeel Sciences,0.04604604604604605,0.0020902071848251467,0.0225586900997458,0.3613344165161123,0.0013720330314144638,$2.00 ,2020/5/26,United States,Other,"['Upfront Ventures', ' Tao Capital Partners', ' Andreessen Horowitz']",2.0,2020-05-26
43,Incode Technologies,0.001001001001001001,0.0,4.7368836484922054e-08,0.16251299725875998,0.0003870234893693838,$1.25 ,2021/12/7,United States,Cybersecurity,"['Dila Capital', ' Framework Ventures', ' 3L']",1.25,2021-12-07
44,ThoughtSpot,0.04504504504504504,0.0012412065674628383,0.011023481835730124,0.35988132905022985,0.0014808707754157705,$4.20 ,2018/5/8,United States,Internet software & services,"['Lightspeed Venture Partners', ' Khosla Ventures', ' Geodesic Capital']",4.2,2018-05-08
45,Starburst,0.08708708708708708,0.00589225243640529,0.04337233320497375,0.3950046171723464,0.002458456860892285,$1.20 ,2021/1/6,United States,Data management & analytics,"['Index Ventures', ' Coatue Management', ' Andreessen Horowitz']",1.2,2021-01-06
46,Canva,0.05305305305305305,0.003468283733682023,0.010600839926788863,0.34716138552345444,0.001574133413811597,$40.00 ,2018/1/8,Australia,Internet software & services,"['Sequoia Capital China', ' Blackbird Ventures', ' Matrix Partners']",40.0,2018-01-08
47,Symphony,0.016016016016016016,0.0003107433106348273,0.0023569278000435336,0.3122971750346702,0.0007148278296130342,$1.40 ,2017/5/16,United States,Fintech,"['BNP Paribas', ' Goldman Sachs', ' Google']",1.4,2017-05-16
48,WeBull,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.00 ,2021/2/18,China,Fintech,"['Bojiang Capital', ' Hongdao Capital', ' Mobai Capital']",1.0,2021-02-18
49,NoBroker,0.03003003003003003,0.0007507520996530801,0.007691376984578215,0.3311736901375059,0.0010681554977752126,$1.00 ,2021/11/23,India,Internet software & services,"['General Atlantic', ' Elevation Capital', ' BEENEXT']",1.0,2021-11-23
50,Yuanfudao,0.04804804804804805,0.0025192858353149097,0.006565623144449391,0.33391974063615854,0.0015675737788554604,$15.50 ,2017/5/31,China,Edtech,"['Tencent Holdings', ' Warbug Pincus', ' IDG Capital']",15.5,2017-05-31
51,DailyHunt,0.028028028028028028,9.048187325771981e-05,0.015464905889708844,0.31973577388424546,0.0009025552265586189,$3.10 ,2020/12/22,India,Internet software & services,"['Falcon Edge Capital', ' Omidyar Network', ' Sequoia Capital India']",3.1,2020-12-22
52,Unqork,0.007007007007007007,0.00024180315725081894,0.002382407690283003,0.2909734156121439,0.00041348189260238116,$2.00 ,2020/10/6,United States,Fintech,"['Blackrock', ' capitalG', ' World Lab Innovation']",2.0,2020-10-06
53,Coocaa,0.031031031031031032,0.001993752446671177,0.004416088661706881,0.3116928848352997,0.0011577075502402032,$1.45 ,2018/3/16,China,Hardware,"['Baidu', ' Tencent Holdings']",1.45,2018-03-16
54,PandaDoc,0.009009009009009009,0.0010960829988770743,0.0012698419978793148,0.2856079483739058,0.0006080718707330471,$1.00 ,2021/9/22,United States,Internet software & services,"['Rembrandt Venture Partners', ' M12', ' Altos Ventures']",1.0,2021-09-22
55,Biren Technology,0.023023023023023025,0.0005515428581713538,0.0023483704531539534,0.30624122221080396,0.000945081923961132,$2.32 ,2020/8/18,China,Hardware,"['V FUND', ' IDG Capital', ' Green Pine Capital Partners']",2.32,2020-08-18
56,Jiuxian,0.04504504504504504,1.0227273318863751e-05,0.008494753840205033,0.32371961994148485,0.0013065627974446544,$1.05 ,2015/7/30,China,E-commerce & direct-to-consumer,"['Sequoia Capital China', ' Rich Land Capital', ' Merrysunny Wealth']",1.05,2015-07-30
57,Shield AI,0.044044044044044044,0.001654719631719966,0.023185829503588645,0.35402831402831403,0.0012954536198894473,$1.00 ,2021/8/24,United States,Artificial intelligence,"['Andreessen Horowitz', ' Homebrew', ' Point72 Ventures']",1.0,2021-08-24
58,Ripple,0.050050050050050046,0.007076479449089919,0.008983300026019601,0.3541839993027328,0.0016252624712100494,$15.00 ,2019/12/20,United States,Fintech,"['IDG Capital', ' Venture51', ' Lightspeed Venture Partners']",15.0,2019-12-20
59,Loft,0.050050050050050046,0.0026236239077259164,0.022611957714419085,0.3555913529423463,0.001514552308472661,$2.90 ,2020/1/3,Brazil,E-commerce & direct-to-consumer,"['Monashees+', ' Andreessen Horowitz', ' QED Investors']",2.9,2020-01-03
60,Scale AI,0.0960960960960961,0.0038752885241998838,0.12383137374810126,0.382075149152948,0.0025541486557483775,$7.30 ,2019/8/5,United States,Artificial intelligence,"['Accel', ' Y Combinator', ' Index Ventures']",7.3,2019-08-05
61,SonderMind,0.03203203203203203,1.2385680352660406e-06,0.01246683223319382,0.34287544249230073,0.0010044344623958603,$1.42 ,2021/7/28,United States,Health,"['Kickstart Fund', ' General Catalyst', ' Drive Capital']",1.42,2021-07-28
62,Assembly,0.008008008008008008,0.0018451036220128874,0.0005159248482988261,0.2666935147067597,0.0007206450237074264,$1.00 ,2021/9/21,United States,Internet software & services,"['Advent International', ' PSG', ' Providence Equity Partners']",1.0,2021-09-21
63,Mirakl,0.005005005005005005,0.00016396499511790174,0.0029953423598201518,0.2593927260593927,0.0005215011751482637,$3.50 ,2020/9/22,France,E-commerce & direct-to-consumer,"['Elaia Partners', ' 83North', ' Felix Capital']",3.5,2020-09-22
64,Medlinker,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$3.92 ,2018/7/31,China,Health,"['China Health Industry Investment Fund', ' China Renaissance', ' and Sequoia Capital China']",3.92,2018-07-31
65,Locus Robotics,0.055055055055055056,0.0044786604622845975,0.04778450533234141,0.37636187589458614,0.001635912187184917,$1.00 ,2021/2/17,United States,Hardware,"['Scale Venture Partners', ' Bond', ' Tiger Global Management']",1.0,2021-02-17
66,Cao Cao Mobility,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.60 ,2018/1/17,China,Auto & transportation,"['People Electrical Appliance Group China', ' Zhongrong International Trust']",1.6,2018-01-17
67,Sidecar Health,0.05405405405405406,0.0026404319508029767,0.04677963709107978,0.3768902266796511,0.0016022908428100903,$1.00 ,2021/1/26,United States,Fintech,"['GreatPoint Ventures', ' Tiger Global Management', ' Menlo Ventures']",1.0,2021-01-26
68,Fractal Analytics,0.001001001001001001,0.0,0.00020172208790708162,0.24332761764785932,0.0001919945915335174,$1.00 ,2022/1/5,India,Data management & analytics,"['TPG Capital', ' Apax Partners', ' TA Associates']",1.0,2022-01-05
69,Cava Group,0.002002002002002002,0.00012863202529368522,6.751050286171742e-05,0.22604951288644806,0.0003599959545550806,$1.30 ,2021/4/27,United States,Other,"['SWaN & Legend Ventures', ' Revolution Growth', ' Invus Group']",1.3,2021-04-27
70,BrewDog,0.0,0.0,1.2111361960257657e-63,0.0,0.0001624255549540131,$1.24 ,2017/4/10,United Kingdom,Consumer & retail,"['TSG Consumer Partners', ' Crowdcube']",1.24,2017-04-10
71,J&T Express,0.05305305305305305,0.005329596869369022,0.009122258306180549,0.3314462610758907,0.0017613949139718345,$20.00 ,2021/4/7,Indonesia,"Supply chain, logistics, & delivery","['Hillhouse Capital Management', ' Boyu Capital', ' Sequoia Capital China']",20.0,2021-04-07
72,GoStudent,0.024024024024024024,0.0014764009885285345,0.006777803423684111,0.34302147121567905,0.0009298288137839972,$3.50 ,2021/6/22,Austria,Edtech,"['DN Capital', ' Left Lane Capital', ' Coatue Management']",3.5,2021-06-22
73,Hopin,0.06906906906906907,0.009626806777847163,0.10000535576056369,0.36877949377949376,0.0020849014626768826,$7.75 ,2020/11/10,United Kingdom,Internet software & services,"['Accel', ' Northzone Ventures', ' Institutional Venture Partners']",7.75,2020-11-10
74,Formlabs,0.008008008008008008,0.000613797329285989,0.0005352641230776093,0.28349680197621063,0.0005801803115733743,$2.00 ,2018/8/1,United States,Hardware,"['Pitango Venture Capital', ' DFJ Growth Fund', ' Foundry Group']",2.0,2018-08-01
